"vehicle_type","motive_power","make","model","no_vehicles"
"Passenger vehicles","Petrol","DATSUN","HOMER",3
"Passenger vehicles","Petrol","DATSUN","P510",19
"Passenger vehicles","Petrol","DATSUN","PATROL",20
"Passenger vehicles","Petrol","DATSUN","PULSAR",10
"Passenger vehicles","Petrol","DATSUN","SKYLINE",19
"Passenger vehicles","Petrol","DATSUN","STANZA",87
"Passenger vehicles","Petrol","DATSUN","SUNNY",69
"Passenger vehicles","Petrol","DATSUN","UNKNOWN",866
"Passenger vehicles","Petrol","DATSUN","URVAN",8
"Passenger vehicles","Petrol","DAX","UNKNOWN",10
"Passenger vehicles","Petrol","DAX TOJEIRO","UNKNOWN",0
"Passenger vehicles","Petrol","DE DION-BOUTON","UNKNOWN",11
"Passenger vehicles","Petrol","DE LOREAN","UNKNOWN",3
"Passenger vehicles","Petrol","DE SOTO","DIPLOMAT",14
"Passenger vehicles","Petrol","DE SOTO","FIREFLITE",12
"Passenger vehicles","Petrol","DE SOTO","FIRESWEEP",12
"Passenger vehicles","Petrol","DE SOTO","UNKNOWN",107
"Passenger vehicles","Petrol","DE TOMASO","PANTERA",32
"Passenger vehicles","Petrol","DE TOMASO","UNKNOWN",25
"Passenger vehicles","Petrol","DELAGE","UNKNOWN",6
"Passenger vehicles","Petrol","DELOREAN","DMC-12",37
"Passenger vehicles","Petrol","DELOREAN","UNKNOWN",10
"Passenger vehicles","Petrol","DETMSO","UNKNOWN",3
"Passenger vehicles","Petrol","DIAMOND T","UNKNOWN",3
"Passenger vehicles","Petrol","DKW","UNKNOWN",4
"Passenger vehicles","Petrol","DODGE","AT4",3
"Passenger vehicles","Petrol","DODGE","AVENGER",239
"Passenger vehicles","Petrol","DODGE","CALIBER",1761
"Passenger vehicles","Petrol","DODGE","CHALLENGER",497
"Passenger vehicles","Petrol","DODGE","CHARGER",318
"Passenger vehicles","Petrol","DODGE","CORONET",75
"Passenger vehicles","Petrol","DODGE","CUSTOM",16
"Passenger vehicles","Petrol","DODGE","D5",6
"Passenger vehicles","Petrol","DODGE","D5N",3
"Passenger vehicles","Petrol","DODGE","D8",11
"Passenger vehicles","Petrol","DODGE","DA",24
"Passenger vehicles","Petrol","DODGE","DART",66
"Passenger vehicles","Petrol","DODGE","DD",8
"Passenger vehicles","Petrol","DODGE","DR",10
"Passenger vehicles","Petrol","DODGE","DU",8
"Passenger vehicles","Petrol","DODGE","FAST FOUR",14
"Passenger vehicles","Petrol","DODGE","JOURNEY",5590
"Passenger vehicles","Petrol","DODGE","KINGSWAY",47
"Passenger vehicles","Petrol","DODGE","NITRO",1723
"Passenger vehicles","Petrol","DODGE","PHOENIX",294
"Passenger vehicles","Petrol","DODGE","POLARA",25
"Passenger vehicles","Petrol","DODGE","ROADSTER",16
"Passenger vehicles","Petrol","DODGE","SUPER BEE",11
"Passenger vehicles","Petrol","DODGE","TOURER",82
"Passenger vehicles","Petrol","DODGE","UNKNOWN",778
"Passenger vehicles","Petrol","DODGE","VICTORY",15
"Passenger vehicles","Petrol","DODGE","VIPER",91
"Passenger vehicles","Petrol","DODGE","WC-51",0
"Passenger vehicles","Petrol","DODGE","WC-52",0
"Passenger vehicles","Petrol","DRB","UNKNOWN",10
"Passenger vehicles","Petrol","DURANT","UNKNOWN",4
"Passenger vehicles","Petrol","EDSEL","UNKNOWN",6
"Passenger vehicles","Petrol","ELFIN","UNKNOWN",53
"Passenger vehicles","Petrol","ESSEX","SUPER 6",26
"Passenger vehicles","Petrol","ESSEX","UNKNOWN",65
"Passenger vehicles","Petrol","EUNOS","COSMO",10
"Passenger vehicles","Petrol","EUNOS","MX-5",19
"Passenger vehicles","Petrol","EUNOS","ROADSTER",75
"Passenger vehicles","Petrol","EUNOS","UNKNOWN",8
"Passenger vehicles","Petrol","EXCALIBUR","UNKNOWN",7
"Passenger vehicles","Petrol","FACTORY FIVE","UNKNOWN",3
"Passenger vehicles","Petrol","FBS","UNKNOWN",3
"Passenger vehicles","Petrol","FERRARI","250",10
"Passenger vehicles","Petrol","FERRARI","308",117
"Passenger vehicles","Petrol","FERRARI","328",86
"Passenger vehicles","Petrol","FERRARI","348",74
"Passenger vehicles","Petrol","FERRARI","360",661
"Passenger vehicles","Petrol","FERRARI","365",22
"Passenger vehicles","Petrol","FERRARI","400",12
"Passenger vehicles","Petrol","FERRARI","456",40
"Passenger vehicles","Petrol","FERRARI","458",710
"Passenger vehicles","Petrol","FERRARI","488",332
"Passenger vehicles","Petrol","FERRARI","512",16
"Passenger vehicles","Petrol","FERRARI","550",87
"Passenger vehicles","Petrol","FERRARI","575",22
"Passenger vehicles","Petrol","FERRARI","599",107
"Passenger vehicles","Petrol","FERRARI","612",58
"Passenger vehicles","Petrol","FERRARI","812",112
"Passenger vehicles","Petrol","FERRARI","CALIFORNIA",354
"Passenger vehicles","Petrol","FERRARI","DINO",59
"Passenger vehicles","Petrol","FERRARI","F12",189
"Passenger vehicles","Petrol","FERRARI","F12 BERLINETTA",12
"Passenger vehicles","Petrol","FERRARI","F164",11
"Passenger vehicles","Petrol","FERRARI","F175",35
"Passenger vehicles","Petrol","FERRARI","F348",12
"Passenger vehicles","Petrol","FERRARI","F355",231
"Passenger vehicles","Petrol","FERRARI","F430",346
"Passenger vehicles","Petrol","FERRARI","F8",52
"Passenger vehicles","Petrol","FERRARI","FF",63
"Passenger vehicles","Petrol","FERRARI","GTC4LUSSO",30
"Passenger vehicles","Petrol","FERRARI","MONDIAL",58
"Passenger vehicles","Petrol","FERRARI","PORTOFINO",147
"Passenger vehicles","Petrol","FERRARI","PUROSANGUE",27
"Passenger vehicles","Petrol","FERRARI","ROMA",133
"Passenger vehicles","Petrol","FERRARI","SF90",0
"Passenger vehicles","Petrol","FERRARI","TESTAROSSA",64
"Passenger vehicles","Petrol","FERRARI","UNKNOWN",264
"Passenger vehicles","Petrol","FIAT","1100",13
"Passenger vehicles","Petrol","FIAT","124",970
"Passenger vehicles","Petrol","FIAT","125",12
"Passenger vehicles","Petrol","FIAT","128",26
"Passenger vehicles","Petrol","FIAT","130",13
"Passenger vehicles","Petrol","FIAT","131",21
"Passenger vehicles","Petrol","FIAT","1500",14
"Passenger vehicles","Petrol","FIAT","2300",12
"Passenger vehicles","Petrol","FIAT","500",15324
"Passenger vehicles","Petrol","FIAT","501",15
"Passenger vehicles","Petrol","FIAT","850",30
"Passenger vehicles","Petrol","FIAT","ABARTH",852
"Passenger vehicles","Petrol","FIAT","COUPE",17
"Passenger vehicles","Petrol","FIAT","DUCATO",20
"Passenger vehicles","Petrol","FIAT","FREEMONT",3424
"Passenger vehicles","Petrol","FIAT","PANDA",396
"Passenger vehicles","Petrol","FIAT","PUNTO",1154
"Passenger vehicles","Petrol","FIAT","RITMO",165
"Passenger vehicles","Petrol","FIAT","SPIDER",53
"Passenger vehicles","Petrol","FIAT","UNKNOWN",421
"Passenger vehicles","Petrol","FIAT","X1/9",102
"Passenger vehicles","Petrol","FN","UNKNOWN",0
"Passenger vehicles","Petrol","FORCE","UNKNOWN",0
"Passenger vehicles","Petrol","FORD","3  WINDOW",32
"Passenger vehicles","Petrol","FORD","5 WINDOW",25
"Passenger vehicles","Petrol","FORD","AC COBRA",13
"Passenger vehicles","Petrol","FORD","ANGLIA",193
"Passenger vehicles","Petrol","FORD","BRONCO",310
"Passenger vehicles","Petrol","FORD","CAPRI",1910
"Passenger vehicles","Petrol","FORD","COBRA",78
"Passenger vehicles","Petrol","FORD","CONSUL",27
"Passenger vehicles","Petrol","FORD","CONTINENTAL",16
"Passenger vehicles","Petrol","FORD","CORSAIR",91
"Passenger vehicles","Petrol","FORD","CORTINA",1554
"Passenger vehicles","Petrol","FORD","COUGAR",259
"Passenger vehicles","Petrol","FORD","COUPE",363
"Passenger vehicles","Petrol","FORD","COURIER",62
"Passenger vehicles","Petrol","FORD","CRESTLINE",11
"Passenger vehicles","Petrol","FORD","CUSTOM",142
"Passenger vehicles","Petrol","FORD","CUSTOMLINE",273
"Passenger vehicles","Petrol","FORD","D SERIES",3
"Passenger vehicles","Petrol","FORD","DE LUXE",212
"Passenger vehicles","Petrol","FORD","ECONOLINE",8
"Passenger vehicles","Petrol","FORD","ECONOVAN",149
"Passenger vehicles","Petrol","FORD","ECOSPORT",8486
"Passenger vehicles","Petrol","FORD","ESCAPE",30984
"Passenger vehicles","Petrol","FORD","ESCORT",1213
"Passenger vehicles","Petrol","FORD","EVEREST",80
"Passenger vehicles","Petrol","FORD","EXPEDITION",11
"Passenger vehicles","Petrol","FORD","EXPLORER",2281
"Passenger vehicles","Petrol","FORD","F SERIES",0
"Passenger vehicles","Petrol","FORD","F100",44
"Passenger vehicles","Petrol","FORD","F150",20
"Passenger vehicles","Petrol","FORD","F350",3
"Passenger vehicles","Petrol","FORD","F500",0
"Passenger vehicles","Petrol","FORD","FAIRLANE",12029
"Passenger vehicles","Petrol","FORD","FAIRMONT",7148
"Passenger vehicles","Petrol","FORD","FALCON",223960
"Passenger vehicles","Petrol","FORD","FESTIVA",5355
"Passenger vehicles","Petrol","FORD","FIESTA",58618
"Passenger vehicles","Petrol","FORD","FOCUS",123488
"Passenger vehicles","Petrol","FORD","FUTURA",2635
"Passenger vehicles","Petrol","FORD","GALAXIE",352
"Passenger vehicles","Petrol","FORD","GALAXY",200
"Passenger vehicles","Petrol","FORD","GRAN TORINO",18
"Passenger vehicles","Petrol","FORD","GT",129
"Passenger vehicles","Petrol","FORD","GT40",15
"Passenger vehicles","Petrol","FORD","JAILBAR",3
"Passenger vehicles","Petrol","FORD","JEEP",194
"Passenger vehicles","Petrol","FORD","KA",338
"Passenger vehicles","Petrol","FORD","KUGA",12132
"Passenger vehicles","Petrol","FORD","LANDAU",117
"Passenger vehicles","Petrol","FORD","LASER",18857
"Passenger vehicles","Petrol","FORD","LINCOLN CONTINENTAL",77
"Passenger vehicles","Petrol","FORD","LTD",1577
"Passenger vehicles","Petrol","FORD","LTD CROWN VICTORIA",42
"Passenger vehicles","Petrol","FORD","MAINLINE",3
"Passenger vehicles","Petrol","FORD","MAVERICK",1339
"Passenger vehicles","Petrol","FORD","MERCURY",196
"Passenger vehicles","Petrol","FORD","METEOR",119
"Passenger vehicles","Petrol","FORD","MODEL A",870
"Passenger vehicles","Petrol","FORD","MODEL B",171
"Passenger vehicles","Petrol","FORD","MODEL C",20
"Passenger vehicles","Petrol","FORD","MODEL T",356
"Passenger vehicles","Petrol","FORD","MONDEO",10601
"Passenger vehicles","Petrol","FORD","MUSTANG",42626
"Passenger vehicles","Petrol","FORD","PHAETON",16
"Passenger vehicles","Petrol","FORD","PILOT",41
"Passenger vehicles","Petrol","FORD","POPULAR",0
"Passenger vehicles","Petrol","FORD","PREFECT",129
"Passenger vehicles","Petrol","FORD","PROBE",141
"Passenger vehicles","Petrol","FORD","PUMA",8886
"Passenger vehicles","Petrol","FORD","RAIDER",55
"Passenger vehicles","Petrol","FORD","RANCHERO",12
"Passenger vehicles","Petrol","FORD","ROADSTER",451
"Passenger vehicles","Petrol","FORD","SIERRA",57
"Passenger vehicles","Petrol","FORD","SPECTRON",26
"Passenger vehicles","Petrol","FORD","SPRINTER",14
"Passenger vehicles","Petrol","FORD","SUPER DE LUXE",47
"Passenger vehicles","Petrol","FORD","T-BUCKET",108
"Passenger vehicles","Petrol","FORD","TAURUS",124
"Passenger vehicles","Petrol","FORD","TELSTAR",643
"Passenger vehicles","Petrol","FORD","TERRITORY",71286
"Passenger vehicles","Petrol","FORD","THUNDERBIRD",682
"Passenger vehicles","Petrol","FORD","TORINO",64
"Passenger vehicles","Petrol","FORD","TOURER",97
"Passenger vehicles","Petrol","FORD","TRADER",4
"Passenger vehicles","Petrol","FORD","TRANSIT",58
"Passenger vehicles","Petrol","FORD","TUDOR",344
"Passenger vehicles","Petrol","FORD","UNKNOWN",7356
"Passenger vehicles","Petrol","FORD","V-8",27
"Passenger vehicles","Petrol","FORD","ZEPHYR",267
"Passenger vehicles","Petrol","FORD","ZODIAC",33
"Passenger vehicles","Petrol","FOTON","SAUVANA",3
"Passenger vehicles","Petrol","FRASER","UNKNOWN",0
"Passenger vehicles","Petrol","FRASER CARS","UNKNOWN",9
"Passenger vehicles","Petrol","FRAZER NASH","UNKNOWN",0
"Passenger vehicles","Petrol","GEELY","MK",140
"Passenger vehicles","Petrol","GENESIS","G70",446
"Passenger vehicles","Petrol","GENESIS","G80",323
"Passenger vehicles","Petrol","GENESIS","GV70",2650
"Passenger vehicles","Petrol","GENESIS","GV80",969
"Passenger vehicles","Petrol","GENESIS","UNKNOWN",3
"Passenger vehicles","Petrol","GILBERN","UNKNOWN",3
"Passenger vehicles","Petrol","GINETTA CARS","UNKNOWN",0
"Passenger vehicles","Petrol","GIOCATTOLO","UNKNOWN",3
"Passenger vehicles","Petrol","GM","UNKNOWN",3
"Passenger vehicles","Petrol","GMC","C10",0
"Passenger vehicles","Petrol","GMC","C1500",3
"Passenger vehicles","Petrol","GMC","K1500",3
"Passenger vehicles","Petrol","GMC","SUBURBAN",13
"Passenger vehicles","Petrol","GMC","UNKNOWN",8
"Passenger vehicles","Petrol","GMC","VANDURA",3
"Passenger vehicles","Petrol","GMC","YUKON",34
"Passenger vehicles","Petrol","GOGGOMOBIL","DART",12
"Passenger vehicles","Petrol","GOGGOMOBIL","UNKNOWN",8
"Passenger vehicles","Petrol","GRAHAM-PAIGE","UNKNOWN",13
"Passenger vehicles","Petrol","GRAY MARINE","UNKNOWN",0
"Passenger vehicles","Petrol","GREAT WALL","UNKNOWN",7
"Passenger vehicles","Petrol","GREAT WALL","X200",46
"Passenger vehicles","Petrol","GREAT WALL","X240",2818
"Passenger vehicles","Petrol","GTM","UNKNOWN",0
"Passenger vehicles","Petrol","HAFLINGER","UNKNOWN",0
"Passenger vehicles","Petrol","HAMMAR","UNKNOWN",3
"Passenger vehicles","Petrol","HAVAL","H2",5349
"Passenger vehicles","Petrol","HAVAL","H6",31101
"Passenger vehicles","Petrol","HAVAL","H8",86
"Passenger vehicles","Petrol","HAVAL","H9",1396
"Passenger vehicles","Petrol","HAVAL","JOLION",30518
"Passenger vehicles","Petrol","HAVAL","UNKNOWN",5
"Passenger vehicles","Petrol","HDK GOLF CARTS","UNKNOWN",0
"Passenger vehicles","Petrol","HILLMAN","GAZELLE",28
"Passenger vehicles","Petrol","HILLMAN","HUNTER",69
"Passenger vehicles","Petrol","HILLMAN","IMP",34
"Passenger vehicles","Petrol","HILLMAN","MINX",94
"Passenger vehicles","Petrol","HILLMAN","SUPER MINX",12
"Passenger vehicles","Petrol","HILLMAN","UNKNOWN",94
"Passenger vehicles","Petrol","HINO","UNKNOWN",0
"Passenger vehicles","Petrol","HOLDEN","48-215",55
"Passenger vehicles","Petrol","HOLDEN","ACADIA",5166
"Passenger vehicles","Petrol","HOLDEN","ADVENTRA",4181
"Passenger vehicles","Petrol","HOLDEN","APOLLO",1074
"Passenger vehicles","Petrol","HOLDEN","ASTRA",81233
"Passenger vehicles","Petrol","HOLDEN","BARINA",81360
"Passenger vehicles","Petrol","HOLDEN","BELMONT",51
"Passenger vehicles","Petrol","HOLDEN","BERLINA",26251
"Passenger vehicles","Petrol","HOLDEN","BROUGHAM",168
"Passenger vehicles","Petrol","HOLDEN","CALAIS",53163
"Passenger vehicles","Petrol","HOLDEN","CALIBRA",60
"Passenger vehicles","Petrol","HOLDEN","CAMIRA",127
"Passenger vehicles","Petrol","HOLDEN","CAPRICE",14826
"Passenger vehicles","Petrol","HOLDEN","CAPTIVA",66862
"Passenger vehicles","Petrol","HOLDEN","CASCADA",1038
"Passenger vehicles","Petrol","HOLDEN","CLUBSPORT",1386
"Passenger vehicles","Petrol","HOLDEN","COLORADO",0
"Passenger vehicles","Petrol","HOLDEN","COMBO",86
"Passenger vehicles","Petrol","HOLDEN","COMMODORE",412379
"Passenger vehicles","Petrol","HOLDEN","COUPE",85
"Passenger vehicles","Petrol","HOLDEN","CREWMAN",3
"Passenger vehicles","Petrol","HOLDEN","CRUZE",105550
"Passenger vehicles","Petrol","HOLDEN","DE VILLE",22
"Passenger vehicles","Petrol","HOLDEN","DROVER",37
"Passenger vehicles","Petrol","HOLDEN","EH SERIES",2413
"Passenger vehicles","Petrol","HOLDEN","EJ SERIES",634
"Passenger vehicles","Petrol","HOLDEN","EK SERIES",611
"Passenger vehicles","Petrol","HOLDEN","EPICA",2564
"Passenger vehicles","Petrol","HOLDEN","EQUINOX",10700
"Passenger vehicles","Petrol","HOLDEN","FB SERIES",323
"Passenger vehicles","Petrol","HOLDEN","FC SERIES",516
"Passenger vehicles","Petrol","HOLDEN","FE SERIES",183
"Passenger vehicles","Petrol","HOLDEN","FJ SERIES",835
"Passenger vehicles","Petrol","HOLDEN","FRONTERA",1215
"Passenger vehicles","Petrol","HOLDEN","FX SERIES",366
"Passenger vehicles","Petrol","HOLDEN","GEMINI",1157
"Passenger vehicles","Petrol","HOLDEN","GTO",359
"Passenger vehicles","Petrol","HOLDEN","GTS",14
"Passenger vehicles","Petrol","HOLDEN","HD SERIES",291
"Passenger vehicles","Petrol","HOLDEN","HG SERIES",1092
"Passenger vehicles","Petrol","HOLDEN","HJ SERIES",902
"Passenger vehicles","Petrol","HOLDEN","HK SERIES",697
"Passenger vehicles","Petrol","HOLDEN","HQ SERIES",2422
"Passenger vehicles","Petrol","HOLDEN","HR SERIES",1413
"Passenger vehicles","Petrol","HOLDEN","HSV",95
"Passenger vehicles","Petrol","HOLDEN","HT SERIES",651
"Passenger vehicles","Petrol","HOLDEN","HX SERIES",601
"Passenger vehicles","Petrol","HOLDEN","HZ SERIES",1251
"Passenger vehicles","Petrol","HOLDEN","INSIGNIA",335
"Passenger vehicles","Petrol","HOLDEN","JACKAROO",4339
"Passenger vehicles","Petrol","HOLDEN","KINGSWOOD",1855
"Passenger vehicles","Petrol","HOLDEN","MALIBU",3843
"Passenger vehicles","Petrol","HOLDEN","MONARO",12254
"Passenger vehicles","Petrol","HOLDEN","NOVA",1350
"Passenger vehicles","Petrol","HOLDEN","ONE TONNER",0
"Passenger vehicles","Petrol","HOLDEN","PREMIER",1040
"Passenger vehicles","Petrol","HOLDEN","RODEO",156
"Passenger vehicles","Petrol","HOLDEN","SANDMAN",7
"Passenger vehicles","Petrol","HOLDEN","SCURRY",8
"Passenger vehicles","Petrol","HOLDEN","SENATOR",236
"Passenger vehicles","Petrol","HOLDEN","SHUTTLE",4
"Passenger vehicles","Petrol","HOLDEN","SPARK",3226
"Passenger vehicles","Petrol","HOLDEN","SPECIAL",62
"Passenger vehicles","Petrol","HOLDEN","STATESMAN",19044
"Passenger vehicles","Petrol","HOLDEN","SUBURBAN",262
"Passenger vehicles","Petrol","HOLDEN","SUNBIRD",107
"Passenger vehicles","Petrol","HOLDEN","TIGRA",465
"Passenger vehicles","Petrol","HOLDEN","TORANA",8317
"Passenger vehicles","Petrol","HOLDEN","TRAX",38796
"Passenger vehicles","Petrol","HOLDEN","UNKNOWN",10506
"Passenger vehicles","Petrol","HOLDEN","VECTRA",2398
"Passenger vehicles","Petrol","HOLDEN","VIVA",5492
"Passenger vehicles","Petrol","HOLDEN","WB SERIES",145
"Passenger vehicles","Petrol","HOLDEN","ZAFIRA",519
"Passenger vehicles","Petrol","HOME MADE","AC COBRA REPLICA",20
"Passenger vehicles","Petrol","HOME MADE","COBRA",50
"Passenger vehicles","Petrol","HOME MADE","ROADSTER",19
"Passenger vehicles","Petrol","HOME MADE","UNKNOWN",223
"Passenger vehicles","Petrol","HONDA","ACCORD",98241
"Passenger vehicles","Petrol","HONDA","ACTY",4
"Passenger vehicles","Petrol","HONDA","BEAT",29
"Passenger vehicles","Petrol","HONDA","CITY",15154
"Passenger vehicles","Petrol","HONDA","CIVIC",165881
"Passenger vehicles","Petrol","HONDA","CONCERTO",54
"Passenger vehicles","Petrol","HONDA","CR-V",183738
"Passenger vehicles","Petrol","HONDA","CR-X",204
"Passenger vehicles","Petrol","HONDA","FIT",13
"Passenger vehicles","Petrol","HONDA","GRACE",34
"Passenger vehicles","Petrol","HONDA","HR-V",78566
"Passenger vehicles","Petrol","HONDA","INTEGRA",4445
"Passenger vehicles","Petrol","HONDA","JAZZ",113568
"Passenger vehicles","Petrol","HONDA","LEGEND",1167
"Passenger vehicles","Petrol","HONDA","MDX",1325
"Passenger vehicles","Petrol","HONDA","N-BOX",141
"Passenger vehicles","Petrol","HONDA","N-ONE",51
"Passenger vehicles","Petrol","HONDA","NSX",206
"Passenger vehicles","Petrol","HONDA","ODYSSEY",30183
"Passenger vehicles","Petrol","HONDA","PRELUDE",2377
"Passenger vehicles","Petrol","HONDA","S2000",1220
"Passenger vehicles","Petrol","HONDA","S600",32
"Passenger vehicles","Petrol","HONDA","S660",97
"Passenger vehicles","Petrol","HONDA","S800",11
"Passenger vehicles","Petrol","HONDA","STEP",3
"Passenger vehicles","Petrol","HONDA","STEP WGN",28
"Passenger vehicles","Petrol","HONDA","UNKNOWN",273
"Passenger vehicles","Petrol","HONDA","VEZEL",12
"Passenger vehicles","Petrol","HONDA","ZR-V",4169
"Passenger vehicles","Petrol","HUDSON","HORNET",15
"Passenger vehicles","Petrol","HUDSON","PACEMAKER",11
"Passenger vehicles","Petrol","HUDSON","SUPER SIX",22
"Passenger vehicles","Petrol","HUDSON","UNKNOWN",58
"Passenger vehicles","Petrol","HUMBER","HAWK",19
"Passenger vehicles","Petrol","HUMBER","SNIPE",15
"Passenger vehicles","Petrol","HUMBER","SUPER SNIPE",109
"Passenger vehicles","Petrol","HUMBER","UNKNOWN",137
"Passenger vehicles","Petrol","HUMBER","VOGUE",37
"Passenger vehicles","Petrol","HUMMER","H1",0
"Passenger vehicles","Petrol","HUMMER","H2",183
"Passenger vehicles","Petrol","HUMMER","H3",1220
"Passenger vehicles","Petrol","HUMMER","UNKNOWN",3
"Passenger vehicles","Petrol","HUPMOBILE","UNKNOWN",26
"Passenger vehicles","Petrol","HYUNDAI","ACCENT",102466
"Passenger vehicles","Petrol","HYUNDAI","COUPE",526
"Passenger vehicles","Petrol","HYUNDAI","ELANTRA",77923
"Passenger vehicles","Petrol","HYUNDAI","EXCEL",6749
"Passenger vehicles","Petrol","HYUNDAI","GENESIS",1046
"Passenger vehicles","Petrol","HYUNDAI","GETZ",87232
"Passenger vehicles","Petrol","HYUNDAI","GRANDEUR",772
"Passenger vehicles","Petrol","HYUNDAI","H-1",6
"Passenger vehicles","Petrol","HYUNDAI","I20",53229
"Passenger vehicles","Petrol","HYUNDAI","I30",361086
"Passenger vehicles","Petrol","HYUNDAI","I40",5668
"Passenger vehicles","Petrol","HYUNDAI","I45",7811
"Passenger vehicles","Petrol","HYUNDAI","IMAX",6850
"Passenger vehicles","Petrol","HYUNDAI","IONIQ",26
