"vehicle_type","motive_power","make","model","no_vehicles"
"Passenger vehicles","Petrol","PACKARD","CLIPPER",14
"Passenger vehicles","Petrol","PACKARD","SIX",11
"Passenger vehicles","Petrol","PACKARD","UNKNOWN",89
"Passenger vehicles","Petrol","PAGANI","UNKNOWN",5
"Passenger vehicles","Petrol","PERENTTI","UNKNOWN",9
"Passenger vehicles","Petrol","PERODUA","UNKNOWN",0
"Passenger vehicles","Petrol","PEUGEOT","2008",3388
"Passenger vehicles","Petrol","PEUGEOT","203",29
"Passenger vehicles","Petrol","PEUGEOT","205",179
"Passenger vehicles","Petrol","PEUGEOT","206",2528
"Passenger vehicles","Petrol","PEUGEOT","207",3919
"Passenger vehicles","Petrol","PEUGEOT","208",3518
"Passenger vehicles","Petrol","PEUGEOT","3008",6325
"Passenger vehicles","Petrol","PEUGEOT","306",856
"Passenger vehicles","Petrol","PEUGEOT","307",4042
"Passenger vehicles","Petrol","PEUGEOT","308",6862
"Passenger vehicles","Petrol","PEUGEOT","4007",0
"Passenger vehicles","Petrol","PEUGEOT","4008",3840
"Passenger vehicles","Petrol","PEUGEOT","403",19
"Passenger vehicles","Petrol","PEUGEOT","404",56
"Passenger vehicles","Petrol","PEUGEOT","405",131
"Passenger vehicles","Petrol","PEUGEOT","406",393
"Passenger vehicles","Petrol","PEUGEOT","407",488
"Passenger vehicles","Petrol","PEUGEOT","408",7
"Passenger vehicles","Petrol","PEUGEOT","5008",1390
"Passenger vehicles","Petrol","PEUGEOT","504",85
"Passenger vehicles","Petrol","PEUGEOT","505",90
"Passenger vehicles","Petrol","PEUGEOT","508",1155
"Passenger vehicles","Petrol","PEUGEOT","607",53
"Passenger vehicles","Petrol","PEUGEOT","PARTNER",0
"Passenger vehicles","Petrol","PEUGEOT","RCZ",780
"Passenger vehicles","Petrol","PEUGEOT","UNKNOWN",178
"Passenger vehicles","Petrol","PGO","UNKNOWN",7
"Passenger vehicles","Petrol","PIERCE ARROW","UNKNOWN",0
"Passenger vehicles","Petrol","PININFARINA","UNKNOWN",0
"Passenger vehicles","Petrol","PLYMOUTH","BARRACUDA",164
"Passenger vehicles","Petrol","PLYMOUTH","BELVEDERE",68
"Passenger vehicles","Petrol","PLYMOUTH","CRANBROOK",22
"Passenger vehicles","Petrol","PLYMOUTH","DELUXE",12
"Passenger vehicles","Petrol","PLYMOUTH","DUSTER",37
"Passenger vehicles","Petrol","PLYMOUTH","FURY",54
"Passenger vehicles","Petrol","PLYMOUTH","GTX",12
"Passenger vehicles","Petrol","PLYMOUTH","PROWLER",16
"Passenger vehicles","Petrol","PLYMOUTH","ROADRUNNER",37
"Passenger vehicles","Petrol","PLYMOUTH","SATELLITE",33
"Passenger vehicles","Petrol","PLYMOUTH","UNKNOWN",231
"Passenger vehicles","Petrol","PLYMOUTH","VALIANT",24
"Passenger vehicles","Petrol","PONTIAC","BONNEVILLE",63
"Passenger vehicles","Petrol","PONTIAC","CATALINA",27
"Passenger vehicles","Petrol","PONTIAC","CHIEFTAIN",36
"Passenger vehicles","Petrol","PONTIAC","FIERO",34
"Passenger vehicles","Petrol","PONTIAC","FIREBIRD",504
"Passenger vehicles","Petrol","PONTIAC","GRAND PRIX",24
"Passenger vehicles","Petrol","PONTIAC","GTO",133
"Passenger vehicles","Petrol","PONTIAC","LAURENTIAN",54
"Passenger vehicles","Petrol","PONTIAC","LE MANS",36
"Passenger vehicles","Petrol","PONTIAC","PARISIENNE",209
"Passenger vehicles","Petrol","PONTIAC","SILVER STREAK",24
"Passenger vehicles","Petrol","PONTIAC","STAR CHIEF",15
"Passenger vehicles","Petrol","PONTIAC","TOURER",14
"Passenger vehicles","Petrol","PONTIAC","TRANS AM",484
"Passenger vehicles","Petrol","PONTIAC","UNKNOWN",836
"Passenger vehicles","Petrol","PORSCHE","356",250
"Passenger vehicles","Petrol","PORSCHE","718",1053
"Passenger vehicles","Petrol","PORSCHE","911",13654
"Passenger vehicles","Petrol","PORSCHE","912",59
"Passenger vehicles","Petrol","PORSCHE","914",28
"Passenger vehicles","Petrol","PORSCHE","924",102
"Passenger vehicles","Petrol","PORSCHE","928",579
"Passenger vehicles","Petrol","PORSCHE","930",151
"Passenger vehicles","Petrol","PORSCHE","944",519
"Passenger vehicles","Petrol","PORSCHE","968",90
"Passenger vehicles","Petrol","PORSCHE","981",781
"Passenger vehicles","Petrol","PORSCHE","982",1234
"Passenger vehicles","Petrol","PORSCHE","986",957
"Passenger vehicles","Petrol","PORSCHE","987",520
"Passenger vehicles","Petrol","PORSCHE","BOXSTER",2490
"Passenger vehicles","Petrol","PORSCHE","CAYENNE",12743
"Passenger vehicles","Petrol","PORSCHE","CAYMAN",1600
"Passenger vehicles","Petrol","PORSCHE","MACAN",21134
"Passenger vehicles","Petrol","PORSCHE","PANAMERA",845
"Passenger vehicles","Petrol","PORSCHE","SPYDER",11
"Passenger vehicles","Petrol","PORSCHE","UNKNOWN",822
"Passenger vehicles","Petrol","PRB","CLUBMAN",68
"Passenger vehicles","Petrol","PRB","UNKNOWN",9
"Passenger vehicles","Petrol","PRINCE","UNKNOWN",6
"Passenger vehicles","Petrol","PROTON","EXORA",94
"Passenger vehicles","Petrol","PROTON","GEN.2",516
"Passenger vehicles","Petrol","PROTON","M21",13
"Passenger vehicles","Petrol","PROTON","PERSONA",539
"Passenger vehicles","Petrol","PROTON","PREVE",588
"Passenger vehicles","Petrol","PROTON","S16",849
"Passenger vehicles","Petrol","PROTON","SATRIA",373
"Passenger vehicles","Petrol","PROTON","SAVVY",194
"Passenger vehicles","Petrol","PROTON","SUPRIMAS",110
"Passenger vehicles","Petrol","PROTON","UNKNOWN",3
"Passenger vehicles","Petrol","PROTON","WAJA",14
"Passenger vehicles","Petrol","PROTON","WIRA",33
"Passenger vehicles","Petrol","PUMA","UNKNOWN",3
"Passenger vehicles","Petrol","PURVIS","UNKNOWN",18
"Passenger vehicles","Petrol","QUANTUM","UNKNOWN",3
"Passenger vehicles","Petrol","QUANTUM SPORTS CARS","UNKNOWN",0
"Passenger vehicles","Petrol","RAILTON","UNKNOWN",3
"Passenger vehicles","Petrol","RAM","1500",6
"Passenger vehicles","Petrol","RAMBLER","AMBASSADOR",12
"Passenger vehicles","Petrol","RAMBLER","AMERICAN",25
"Passenger vehicles","Petrol","RAMBLER","CLASSIC",40
"Passenger vehicles","Petrol","RAMBLER","HORNET",41
"Passenger vehicles","Petrol","RAMBLER","JAVELIN",31
"Passenger vehicles","Petrol","RAMBLER","MATADOR",34
"Passenger vehicles","Petrol","RAMBLER","REBEL",32
"Passenger vehicles","Petrol","RAMBLER","UNKNOWN",156
"Passenger vehicles","Petrol","RCM","UNKNOWN",0
"Passenger vehicles","Petrol","REGAL","UNKNOWN",3
"Passenger vehicles","Petrol","RELIANT","UNKNOWN",23
"Passenger vehicles","Petrol","RENAULT","10",21
"Passenger vehicles","Petrol","RENAULT","16",11
"Passenger vehicles","Petrol","RENAULT","4",15
"Passenger vehicles","Petrol","RENAULT","4CV",19
"Passenger vehicles","Petrol","RENAULT","8",13
"Passenger vehicles","Petrol","RENAULT","ARKANA",3669
"Passenger vehicles","Petrol","RENAULT","AX",12
"Passenger vehicles","Petrol","RENAULT","CAPTUR",6336
"Passenger vehicles","Petrol","RENAULT","CARAVELLE",10
"Passenger vehicles","Petrol","RENAULT","CLIO",10615
"Passenger vehicles","Petrol","RENAULT","FLUENCE",956
"Passenger vehicles","Petrol","RENAULT","FUEGO",10
"Passenger vehicles","Petrol","RENAULT","KADJAR",609
"Passenger vehicles","Petrol","RENAULT","KANGOO",170
"Passenger vehicles","Petrol","RENAULT","KOLEOS",25054
"Passenger vehicles","Petrol","RENAULT","LAGUNA",119
"Passenger vehicles","Petrol","RENAULT","LATITUDE",253
"Passenger vehicles","Petrol","RENAULT","MASTER",3
"Passenger vehicles","Petrol","RENAULT","MEGANE",12770
"Passenger vehicles","Petrol","RENAULT","SCENIC",804
"Passenger vehicles","Petrol","RENAULT","TRAFIC",0
"Passenger vehicles","Petrol","RENAULT","UNKNOWN",226
"Passenger vehicles","Petrol","REO","UNKNOWN",32
"Passenger vehicles","Petrol","RICKMAN","UNKNOWN",0
"Passenger vehicles","Petrol","RILEY","ELF",18
"Passenger vehicles","Petrol","RILEY","RMA",17
"Passenger vehicles","Petrol","RILEY","RMB",52
"Passenger vehicles","Petrol","RILEY","RME",10
"Passenger vehicles","Petrol","RILEY","UNKNOWN",254
"Passenger vehicles","Petrol","ROBNELL","UNKNOWN",27
"Passenger vehicles","Petrol","ROLLIN","UNKNOWN",0
"Passenger vehicles","Petrol","ROLLS-ROYCE","20/25",22
"Passenger vehicles","Petrol","ROLLS-ROYCE","20HP",13
"Passenger vehicles","Petrol","ROLLS-ROYCE","CORNICHE",54
"Passenger vehicles","Petrol","ROLLS-ROYCE","CULLINAN",151
"Passenger vehicles","Petrol","ROLLS-ROYCE","DAWN",30
"Passenger vehicles","Petrol","ROLLS-ROYCE","GHOST",280
"Passenger vehicles","Petrol","ROLLS-ROYCE","PHANTOM",175
"Passenger vehicles","Petrol","ROLLS-ROYCE","SILVER CLOUD",85
"Passenger vehicles","Petrol","ROLLS-ROYCE","SILVER DAWN",26
"Passenger vehicles","Petrol","ROLLS-ROYCE","SILVER SERAPH",19
"Passenger vehicles","Petrol","ROLLS-ROYCE","SILVER SHADOW",292
"Passenger vehicles","Petrol","ROLLS-ROYCE","SILVER SPIRIT",314
"Passenger vehicles","Petrol","ROLLS-ROYCE","SILVER SPUR",116
"Passenger vehicles","Petrol","ROLLS-ROYCE","UNKNOWN",605
"Passenger vehicles","Petrol","ROLLS-ROYCE","WRAITH",89
"Passenger vehicles","Petrol","ROLLS ROYCE","UNKNOWN",0
"Passenger vehicles","Petrol","ROVER","UNKNOWN",0
"Passenger vehicles","Petrol","ROYALE","UNKNOWN",3
"Passenger vehicles","Petrol","RUGBY","UNKNOWN",36
"Passenger vehicles","Petrol","SAAB","900",855
"Passenger vehicles","Petrol","SAAB","9000",280
"Passenger vehicles","Petrol","SAAB","AERO",44
"Passenger vehicles","Petrol","SAAB","NINE-FIVE",974
"Passenger vehicles","Petrol","SAAB","NINE-THREE",4770
"Passenger vehicles","Petrol","SAAB","UNKNOWN",1123
"Passenger vehicles","Petrol","SEAT","CORDOBA",11
"Passenger vehicles","Petrol","SEAT","IBIZA",12
"Passenger vehicles","Petrol","SEAT","UNKNOWN",10
"Passenger vehicles","Petrol","SECMA","UNKNOWN",3
"Passenger vehicles","Petrol","SHELBY","UNKNOWN",10
"Passenger vehicles","Petrol","SIMCA","UNKNOWN",27
"Passenger vehicles","Petrol","SINGER","NINE ROADSTER",23
"Passenger vehicles","Petrol","SINGER","UNKNOWN",60
"Passenger vehicles","Petrol","SKODA","FABIA",7875
"Passenger vehicles","Petrol","SKODA","KAMIQ",7380
"Passenger vehicles","Petrol","SKODA","KAROQ",7561
"Passenger vehicles","Petrol","SKODA","KODIAQ",10439
"Passenger vehicles","Petrol","SKODA","OCTAVIA",19861
"Passenger vehicles","Petrol","SKODA","RAPID",2368
"Passenger vehicles","Petrol","SKODA","ROOMSTER",211
"Passenger vehicles","Petrol","SKODA","SCALA",2581
"Passenger vehicles","Petrol","SKODA","SUPERB",5876
"Passenger vehicles","Petrol","SKODA","UNKNOWN",12
"Passenger vehicles","Petrol","SKODA","YETI",3114
"Passenger vehicles","Petrol","SKYLINE","UNKNOWN",0
"Passenger vehicles","Petrol","SMART","FORFOUR",171
"Passenger vehicles","Petrol","SMART","FORTWO",2082
"Passenger vehicles","Petrol","SMART","ROADSTER",179
"Passenger vehicles","Petrol","SMART","UNKNOWN",29
"Passenger vehicles","Petrol","SMC","UNKNOWN",3
"Passenger vehicles","Petrol","SNAKEPIT","UNKNOWN",8
"Passenger vehicles","Petrol","SPARTAN","UNKNOWN",3
"Passenger vehicles","Petrol","SPIRE SPORTS CARS","UNKNOWN",0
"Passenger vehicles","Petrol","SSANGYONG","ACTYON",42
"Passenger vehicles","Petrol","SSANGYONG","CHAIRMAN",36
"Passenger vehicles","Petrol","SSANGYONG","KORANDO",2649
"Passenger vehicles","Petrol","SSANGYONG","KYRON",21
"Passenger vehicles","Petrol","SSANGYONG","MUSSO",76
"Passenger vehicles","Petrol","SSANGYONG","REXTON",105
"Passenger vehicles","Petrol","SSANGYONG","STAVIC",52
"Passenger vehicles","Petrol","SSANGYONG","TIVOLI",133
"Passenger vehicles","Petrol","SSANGYONG","TORRES",193
"Passenger vehicles","Petrol","STANDARD","UNKNOWN",47
"Passenger vehicles","Petrol","STANDARD","VANGUARD",25
"Passenger vehicles","Petrol","STEYR","UNKNOWN",3
"Passenger vehicles","Petrol","STEYR-PUCH","UNKNOWN",0
"Passenger vehicles","Petrol","STONEY CREEK CAMPERS","UNKNOWN",7
"Passenger vehicles","Petrol","STUDEBAKER","AVANTI",11
"Passenger vehicles","Petrol","STUDEBAKER","CHAMPION",25
"Passenger vehicles","Petrol","STUDEBAKER","COMMANDER",20
"Passenger vehicles","Petrol","STUDEBAKER","CRUISER",18
"Passenger vehicles","Petrol","STUDEBAKER","GRAN TURISMO",13
"Passenger vehicles","Petrol","STUDEBAKER","HAWK SERIES",55
"Passenger vehicles","Petrol","STUDEBAKER","LARK",39
"Passenger vehicles","Petrol","STUDEBAKER","PRESIDENT",12
"Passenger vehicles","Petrol","STUDEBAKER","UNKNOWN",221
"Passenger vehicles","Petrol","STUTZ","UNKNOWN",7
"Passenger vehicles","Petrol","SUBARU","1800",57
"Passenger vehicles","Petrol","SUBARU","BRUMBY",16
"Passenger vehicles","Petrol","SUBARU","BRZ",9186
"Passenger vehicles","Petrol","SUBARU","CROSSTREK",20260
"Passenger vehicles","Petrol","SUBARU","FIORI",12
"Passenger vehicles","Petrol","SUBARU","FORESTER",247525
"Passenger vehicles","Petrol","SUBARU","G",2165
"Passenger vehicles","Petrol","SUBARU","IMPREZA",141738
"Passenger vehicles","Petrol","SUBARU","L SERIES",104
"Passenger vehicles","Petrol","SUBARU","LEGACY",408
"Passenger vehicles","Petrol","SUBARU","LEONE",241
"Passenger vehicles","Petrol","SUBARU","LEVORG",3860
"Passenger vehicles","Petrol","SUBARU","LIBERTY",62250
"Passenger vehicles","Petrol","SUBARU","OUTBACK",134926
"Passenger vehicles","Petrol","SUBARU","REX",3
"Passenger vehicles","Petrol","SUBARU","RX",12
"Passenger vehicles","Petrol","SUBARU","SAMBAR",8
"Passenger vehicles","Petrol","SUBARU","SHERPA",10
"Passenger vehicles","Petrol","SUBARU","SPORTSWAGON",27
"Passenger vehicles","Petrol","SUBARU","SVX",62
"Passenger vehicles","Petrol","SUBARU","TOURING WAGON",16
"Passenger vehicles","Petrol","SUBARU","TRIBECA",7026
"Passenger vehicles","Petrol","SUBARU","UNKNOWN",597
"Passenger vehicles","Petrol","SUBARU","WRX",25395
"Passenger vehicles","Petrol","SUBARU","XV",103311
"Passenger vehicles","Petrol","SUNBEAM","ALPINE",96
"Passenger vehicles","Petrol","SUNBEAM","RAPIER",23
"Passenger vehicles","Petrol","SUNBEAM","TALBOT",24
"Passenger vehicles","Petrol","SUNBEAM","TIGER",29
"Passenger vehicles","Petrol","SUNBEAM","UNKNOWN",102
"Passenger vehicles","Petrol","SUNNY BROOK","UNKNOWN",3
"Passenger vehicles","Petrol","SUZUKI","A100",0
"Passenger vehicles","Petrol","SUZUKI","ALTO",12930
"Passenger vehicles","Petrol","SUZUKI","APV",139
"Passenger vehicles","Petrol","SUZUKI","BALENO",21176
"Passenger vehicles","Petrol","SUZUKI","CAPPUCCINO",68
"Passenger vehicles","Petrol","SUZUKI","CARRY",68
"Passenger vehicles","Petrol","SUZUKI","CELERIO",1909
"Passenger vehicles","Petrol","SUZUKI","ESCUDO",15
"Passenger vehicles","Petrol","SUZUKI","EVERY",114
"Passenger vehicles","Petrol","SUZUKI","GRAND VITARA",34242
"Passenger vehicles","Petrol","SUZUKI","HATCH",23
"Passenger vehicles","Petrol","SUZUKI","HUSTLER",15
"Passenger vehicles","Petrol","SUZUKI","IGNIS",15601
"Passenger vehicles","Petrol","SUZUKI","JIMNY",38155
"Passenger vehicles","Petrol","SUZUKI","KIZASHI",4010
"Passenger vehicles","Petrol","SUZUKI","LIANA",2864
"Passenger vehicles","Petrol","SUZUKI","LJ50",17
"Passenger vehicles","Petrol","SUZUKI","MIGHTY BOY",3
"Passenger vehicles","Petrol","SUZUKI","SIERRA",2576
"Passenger vehicles","Petrol","SUZUKI","SIERRA STOCKMAN",3
"Passenger vehicles","Petrol","SUZUKI","SOLIO",5
"Passenger vehicles","Petrol","SUZUKI","SPACIA",9
"Passenger vehicles","Petrol","SUZUKI","SUPER CARRY",7
"Passenger vehicles","Petrol","SUZUKI","SWIFT",143465
"Passenger vehicles","Petrol","SUZUKI","SX4",20581
"Passenger vehicles","Petrol","SUZUKI","UNKNOWN",153
"Passenger vehicles","Petrol","SUZUKI","VITARA",40821
"Passenger vehicles","Petrol","SUZUKI","WAGON R+",90
"Passenger vehicles","Petrol","SUZUKI","X-90",145
"Passenger vehicles","Petrol","SWALLOW","UNKNOWN",3
"Passenger vehicles","Petrol","TALBOT","UNKNOWN",18
"Passenger vehicles","Petrol","TANK","300",5144
"Passenger vehicles","Petrol","TANK","500",327
"Passenger vehicles","Petrol","TATRA","UNKNOWN",0
"Passenger vehicles","Petrol","TD 2000","ROADSTER",22
"Passenger vehicles","Petrol","TD 2000","UNKNOWN",74
"Passenger vehicles","Petrol","TD CARS","UNKNOWN",0
"Passenger vehicles","Petrol","THE LONDON TAXI","TX4",0
"Passenger vehicles","Petrol","TIGER","UNKNOWN",3
"Passenger vehicles","Petrol","TOYOTA","20 SERIES WELCAB",88
"Passenger vehicles","Petrol","TOYOTA","4 RUNNER",1567
"Passenger vehicles","Petrol","TOYOTA","70 SERIES WELCAB",43
"Passenger vehicles","Petrol","TOYOTA","80 SERIES WELCAB",38
"Passenger vehicles","Petrol","TOYOTA","86",18951
"Passenger vehicles","Petrol","TOYOTA","ALPHARD",3258
"Passenger vehicles","Petrol","TOYOTA","ALTEZZA",319
"Passenger vehicles","Petrol","TOYOTA","AQUA",9
"Passenger vehicles","Petrol","TOYOTA","ARISTO",447
"Passenger vehicles","Petrol","TOYOTA","AURION",86078
"Passenger vehicles","Petrol","TOYOTA","AVALON",13695
"Passenger vehicles","Petrol","TOYOTA","AVENSIS",5955
"Passenger vehicles","Petrol","TOYOTA","BB",85
"Passenger vehicles","Petrol","TOYOTA","BLADE",221
"Passenger vehicles","Petrol","TOYOTA","BLIZZARD",3
"Passenger vehicles","Petrol","TOYOTA","C-HR",40001
"Passenger vehicles","Petrol","TOYOTA","CALDINA",401
"Passenger vehicles","Petrol","TOYOTA","CAMROAD",0
"Passenger vehicles","Petrol","TOYOTA","CAMRY",339198
"Passenger vehicles","Petrol","TOYOTA","CARINA",10
"Passenger vehicles","Petrol","TOYOTA","CELICA",7831
"Passenger vehicles","Petrol","TOYOTA","CELSIOR",124
"Passenger vehicles","Petrol","TOYOTA","CENTURY",248
"Passenger vehicles","Petrol","TOYOTA","CHASER",607
"Passenger vehicles","Petrol","TOYOTA","COMMODORE",3
"Passenger vehicles","Petrol","TOYOTA","COMMUTER",1441
"Passenger vehicles","Petrol","TOYOTA","CONQUEST",16
"Passenger vehicles","Petrol","TOYOTA","COROLLA",674569
"Passenger vehicles","Petrol","TOYOTA","COROLLA CROSS",3888
"Passenger vehicles","Petrol","TOYOTA","CORONA",880
"Passenger vehicles","Petrol","TOYOTA","CRESSIDA",1185
"Passenger vehicles","Petrol","TOYOTA","CRESTA",43
"Passenger vehicles","Petrol","TOYOTA","CROWN",4029
"Passenger vehicles","Petrol","TOYOTA","CRUISER",0
"Passenger vehicles","Petrol","TOYOTA","DYNA",0
"Passenger vehicles","Petrol","TOYOTA","ECHO",39593
"Passenger vehicles","Petrol","TOYOTA","ESQUIRE",70
"Passenger vehicles","Petrol","TOYOTA","ESTIMA",3524
"Passenger vehicles","Petrol","TOYOTA","FJ CRUISER",11369
"Passenger vehicles","Petrol","TOYOTA","FORTUNER",3
"Passenger vehicles","Petrol","TOYOTA","GR86",1948
"Passenger vehicles","Petrol","TOYOTA","GRANVIA",8
"Passenger vehicles","Petrol","TOYOTA","HARRIER",64
"Passenger vehicles","Petrol","TOYOTA","HIACE",3902
"Passenger vehicles","Petrol","TOYOTA","HILUX",142
"Passenger vehicles","Petrol","TOYOTA","IPSUM",11
"Passenger vehicles","Petrol","TOYOTA","IQ",39
"Passenger vehicles","Petrol","TOYOTA","JZX",272
"Passenger vehicles","Petrol","TOYOTA","KLUGER",182273
"Passenger vehicles","Petrol","TOYOTA","LANDCRUISER",51702
"Passenger vehicles","Petrol","TOYOTA","LANDCRUISER PRADO",62261
"Passenger vehicles","Petrol","TOYOTA","LANDCRUISER SAHARA",10
"Passenger vehicles","Petrol","TOYOTA","LEXCEN",702
"Passenger vehicles","Petrol","TOYOTA","LEXUS",18
"Passenger vehicles","Petrol","TOYOTA","LITEACE",97
"Passenger vehicles","Petrol","TOYOTA","LX90",3
"Passenger vehicles","Petrol","TOYOTA","MARK",8
"Passenger vehicles","Petrol","TOYOTA","MARK I",8
"Passenger vehicles","Petrol","TOYOTA","MARK II",431
"Passenger vehicles","Petrol","TOYOTA","MARK X",273
"Passenger vehicles","Petrol","TOYOTA","MR-S",10
"Passenger vehicles","Petrol","TOYOTA","MR2",1832
"Passenger vehicles","Petrol","TOYOTA","NOAH",958
"Passenger vehicles","Petrol","TOYOTA","PASEO",427
"Passenger vehicles","Petrol","TOYOTA","PORTE",310
"Passenger vehicles","Petrol","TOYOTA","PORTE, SPADE",14
"Passenger vehicles","Petrol","TOYOTA","RACTIS",208
"Passenger vehicles","Petrol","TOYOTA","RAV4",279676
"Passenger vehicles","Petrol","TOYOTA","REGIUS",43
"Passenger vehicles","Petrol","TOYOTA","RUKUS",3494
"Passenger vehicles","Petrol","TOYOTA","SAI",47
"Passenger vehicles","Petrol","TOYOTA","SERA",57
"Passenger vehicles","Petrol","TOYOTA","SIENTA",35
"Passenger vehicles","Petrol","TOYOTA","SOARER",1223
"Passenger vehicles","Petrol","TOYOTA","SPACIA",1011
"Passenger vehicles","Petrol","TOYOTA","SPADE",62
"Passenger vehicles","Petrol","TOYOTA","SPRINTER",264
"Passenger vehicles","Petrol","TOYOTA","STARLET",4668
"Passenger vehicles","Petrol","TOYOTA","STOUT",3
"Passenger vehicles","Petrol","TOYOTA","SUPRA",3757
"Passenger vehicles","Petrol","TOYOTA","SURF",208
"Passenger vehicles","Petrol","TOYOTA","TARAGO",28380
"Passenger vehicles","Petrol","TOYOTA","TERCEL",35
"Passenger vehicles","Petrol","TOYOTA","TOWNACE",377
"Passenger vehicles","Petrol","TOYOTA","TOYOACE",3
"Passenger vehicles","Petrol","TOYOTA","TROOP CARRIER",5
"Passenger vehicles","Petrol","TOYOTA","TRUENO",18
"Passenger vehicles","Petrol","TOYOTA","UNKNOWN",2612
"Passenger vehicles","Petrol","TOYOTA","VANGUARD",11
"Passenger vehicles","Petrol","TOYOTA","VELLFIRE",1250
"Passenger vehicles","Petrol","TOYOTA","VEROSSA",21
"Passenger vehicles","Petrol","TOYOTA","VIENTA",981
"Passenger vehicles","Petrol","TOYOTA","VITZ",28
"Passenger vehicles","Petrol","TOYOTA","VOXY",676
"Passenger vehicles","Petrol","TOYOTA","YARIS",216288
"Passenger vehicles","Petrol","TOYOTA","YARIS CROSS",7513
"Passenger vehicles","Petrol","TRIKETEC","UNKNOWN",3
"Passenger vehicles","Petrol","TRIUMPH","2.5 PI",10
"Passenger vehicles","Petrol","TRIUMPH","2000",11
"Passenger vehicles","Petrol","TRIUMPH","2500",64
"Passenger vehicles","Petrol","TRIUMPH","DOLOMITE",66
"Passenger vehicles","Petrol","TRIUMPH","GT6",39
"Passenger vehicles","Petrol","TRIUMPH","HERALD",65
"Passenger vehicles","Petrol","TRIUMPH","SPITFIRE",151
"Passenger vehicles","Petrol","TRIUMPH","STAG",465
"Passenger vehicles","Petrol","TRIUMPH","TIGER",3
"Passenger vehicles","Petrol","TRIUMPH","TIGER 750",3
"Passenger vehicles","Petrol","TRIUMPH","TR SERIES",135
"Passenger vehicles","Petrol","TRIUMPH","TR2",18
"Passenger vehicles","Petrol","TRIUMPH","TR3",95
"Passenger vehicles","Petrol","TRIUMPH","TR4",121
"Passenger vehicles","Petrol","TRIUMPH","TR5",25
"Passenger vehicles","Petrol","TRIUMPH","TR6",183
"Passenger vehicles","Petrol","TRIUMPH","TR7",89
"Passenger vehicles","Petrol","TRIUMPH","TR8",22
"Passenger vehicles","Petrol","TRIUMPH","TROPHY",3
"Passenger vehicles","Petrol","TRIUMPH","UNKNOWN",1067
"Passenger vehicles","Petrol","TRIUMPH","VITESSE",10
"Passenger vehicles","Petrol","TVR","CHIMAERA",26
"Passenger vehicles","Petrol","TVR","GRIFFITH",15
"Passenger vehicles","Petrol","TVR","SPORTS CAR",13
"Passenger vehicles","Petrol","TVR","TUSCAN",12
"Passenger vehicles","Petrol","TVR","UNKNOWN",60
"Passenger vehicles","Petrol","ULTIMA","UNKNOWN",4
"Passenger vehicles","Petrol","UNICARRIERS","UNKNOWN",3
"Passenger vehicles","Petrol","UNKNOWN","CLUBMAN",61
"Passenger vehicles","Petrol","UNKNOWN","COBRA",98
"Passenger vehicles","Petrol","UNKNOWN","CONTINENTAL",15
"Passenger vehicles","Petrol","UNKNOWN","ROADSTER",11
"Passenger vehicles","Petrol","UNKNOWN","STINGRAY",17
"Passenger vehicles","Petrol","UNKNOWN","UNKNOWN",1468
"Passenger vehicles","Petrol","VALIANT","CHARGER",35
"Passenger vehicles","Petrol","VALIANT","REGAL",50
"Passenger vehicles","Petrol","VALIANT","UNKNOWN",156
"Passenger vehicles","Petrol","VALIANT","VG SERIES",20
"Passenger vehicles","Petrol","VANDEN PLAS","PRINCESS",14
"Passenger vehicles","Petrol","VANDEN PLAS","UNKNOWN",6
"Passenger vehicles","Petrol","VANGUARD","UNKNOWN",6
"Passenger vehicles","Petrol","VAUXHALL","ASTRA",12
"Passenger vehicles","Petrol","VAUXHALL","CRESTA",61
"Passenger vehicles","Petrol","VAUXHALL","LIGHT SIX",12
"Passenger vehicles","Petrol","VAUXHALL","UNKNOWN",278
"Passenger vehicles","Petrol","VAUXHALL","VELOX",97
"Passenger vehicles","Petrol","VAUXHALL","VICTOR",37
"Passenger vehicles","Petrol","VAUXHALL","VIVA",31
"Passenger vehicles","Petrol","VAUXHALL","WYVERN",31
"Passenger vehicles","Petrol","VOLKSWAGEN","ARTEON",2627
"Passenger vehicles","Petrol","VOLKSWAGEN","BEACH BUGGY",13
"Passenger vehicles","Petrol","VOLKSWAGEN","BEETLE",9907
"Passenger vehicles","Petrol","VOLKSWAGEN","BORA",677
"Passenger vehicles","Petrol","VOLKSWAGEN","CADDY",1386
"Passenger vehicles","Petrol","VOLKSWAGEN","CAMPERVAN",4
"Passenger vehicles","Petrol","VOLKSWAGEN","CARAVELLE",346
"Passenger vehicles","Petrol","VOLKSWAGEN","CITIVAN",3
"Passenger vehicles","Petrol","VOLKSWAGEN","CONTAINER VAN",6
"Passenger vehicles","Petrol","VOLKSWAGEN","CORRADO",10
"Passenger vehicles","Petrol","VOLKSWAGEN","COUNTRY BUGGY",33
"Passenger vehicles","Petrol","VOLKSWAGEN","EOS",3667
"Passenger vehicles","Petrol","VOLKSWAGEN","FASTBACK",28
"Passenger vehicles","Petrol","VOLKSWAGEN","GOLF",194926
"Passenger vehicles","Petrol","VOLKSWAGEN","JETTA",13050
"Passenger vehicles","Petrol","VOLKSWAGEN","KALITA",19
"Passenger vehicles","Petrol","VOLKSWAGEN","KARMANN GHIA",309
